step 0: train loss 4.2393, val loss 4.2355
iter 0: loss 4.2554, time 344154.80ms, mfu -100.00%, MPS mem allocated=0.81GB, reserved=11.75GB
iter 2390: loss 0.4934, time 4739.18ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2400: loss 0.4953, time 3913.62ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2410: loss 0.4904, time 4052.75ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2420: loss 0.4798, time 4258.09ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2430: loss 0.4716, time 4232.94ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2440: loss 0.4718, time 4524.57ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2450: loss 0.4723, time 4648.63ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2460: loss 0.4708, time 3990.68ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2470: loss 0.4832, time 5042.96ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2480: loss 0.4587, time 3783.55ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2490: loss 0.4578, time 3622.56ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
step 2500: train loss 0.2267, val loss 0.3423
saving checkpoint to out-shakespeare-char
iter 2500: loss 0.4577, time 394579.41ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2510: loss 0.4582, time 4490.37ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2520: loss 0.4500, time 3747.02ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2530: loss 0.4502, time 4067.78ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2540: loss 0.4423, time 3832.56ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2550: loss 0.4547, time 3878.25ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2560: loss 0.4452, time 4033.42ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2570: loss 0.4397, time 4581.80ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2580: loss 0.4415, time 4071.08ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2590: loss 0.4262, time 4466.72ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2600: loss 0.4077, time 3589.25ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2610: loss 0.4377, time 3519.79ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2620: loss 0.4288, time 3464.20ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2630: loss 0.4251, time 3589.87ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2640: loss 0.4317, time 4152.46ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2650: loss 0.4287, time 4027.31ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2660: loss 0.4151, time 4042.33ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2670: loss 0.4072, time 4396.33ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2680: loss 0.4100, time 3587.34ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2690: loss 0.4147, time 3894.14ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2700: loss 0.4047, time 4249.30ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2710: loss 0.4148, time 5865.86ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2720: loss 0.3948, time 4332.92ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2730: loss 0.3974, time 5043.46ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2740: loss 0.3987, time 3924.16ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
step 2750: train loss 0.1789, val loss 0.2947
saving checkpoint to out-shakespeare-char
iter 2750: loss 0.3992, time 395196.68ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2760: loss 0.3929, time 4467.70ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2770: loss 0.3904, time 4565.31ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2780: loss 0.4041, time 4236.62ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2790: loss 0.3888, time 4226.72ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2800: loss 0.3864, time 4409.71ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2810: loss 0.3948, time 3886.56ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2820: loss 0.3881, time 3162.55ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2830: loss 0.3679, time 5028.57ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2840: loss 0.3749, time 4398.90ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2850: loss 0.3654, time 3972.76ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2860: loss 0.3633, time 4300.78ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2870: loss 0.3660, time 4245.70ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2880: loss 0.3700, time 5633.60ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2890: loss 0.3603, time 5131.94ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2900: loss 0.3745, time 5188.84ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2910: loss 0.3616, time 4404.18ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2920: loss 0.3662, time 4848.96ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2930: loss 0.3468, time 4890.98ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2940: loss 0.3667, time 3837.58ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2950: loss 0.3591, time 3354.88ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2960: loss 0.3503, time 4280.09ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2970: loss 0.3541, time 4407.38ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2980: loss 0.3431, time 4054.00ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 2990: loss 0.3475, time 4149.26ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
step 3000: train loss 0.1464, val loss 0.2591
saving checkpoint to out-shakespeare-char
iter 3000: loss 0.3254, time 382283.46ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3010: loss 0.3402, time 4323.70ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3020: loss 0.3360, time 3809.66ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3030: loss 0.3334, time 15411.14ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3040: loss 0.3294, time 4966.06ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3050: loss 0.3223, time 4822.87ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3060: loss 0.3272, time 3980.19ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3070: loss 0.3344, time 3832.46ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3080: loss 0.3415, time 3983.58ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3090: loss 0.3256, time 3953.19ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3100: loss 0.3195, time 3915.62ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3110: loss 0.3337, time 4100.29ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3120: loss 0.3136, time 3615.81ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3130: loss 0.3320, time 4499.43ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3140: loss 0.3224, time 3974.43ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3150: loss 0.3170, time 4007.27ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3160: loss 0.3193, time 4233.84ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3170: loss 0.3173, time 4256.60ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3180: loss 0.3264, time 3942.63ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3190: loss 0.3087, time 4546.33ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3200: loss 0.3134, time 4519.65ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3210: loss 0.3174, time 4243.92ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3220: loss 0.3006, time 3879.98ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3230: loss 0.2991, time 8699.93ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3240: loss 0.3090, time 3317.54ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
step 3250: train loss 0.1184, val loss 0.2222
saving checkpoint to out-shakespeare-char
iter 3250: loss 0.3057, time 398969.78ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3260: loss 0.3035, time 4263.22ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3270: loss 0.3044, time 4161.12ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3280: loss 0.3013, time 4494.29ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3290: loss 0.3070, time 4325.56ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3300: loss 0.3105, time 4062.68ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3310: loss 0.3031, time 4749.11ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3320: loss 0.2867, time 4305.99ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3330: loss 0.3037, time 3534.25ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3340: loss 0.3013, time 3560.28ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3350: loss 0.2928, time 4381.51ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3360: loss 0.2917, time 3776.94ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3370: loss 0.3019, time 4066.15ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3380: loss 0.2828, time 4151.22ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3390: loss 0.2863, time 4742.71ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3400: loss 0.2923, time 4177.67ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3410: loss 0.2883, time 3807.09ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3420: loss 0.2891, time 4431.86ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3430: loss 0.2835, time 4941.97ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3440: loss 0.2774, time 4356.50ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3450: loss 0.2799, time 4184.96ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3460: loss 0.2766, time 4402.33ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3470: loss 0.2775, time 3529.46ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3480: loss 0.2682, time 4323.04ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3490: loss 0.2764, time 4565.88ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
step 3500: train loss 0.1026, val loss 0.2042
saving checkpoint to out-shakespeare-char
iter 3500: loss 0.2702, time 400111.92ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3510: loss 0.2829, time 3560.64ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3520: loss 0.2730, time 3878.14ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3530: loss 0.2801, time 4405.77ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3540: loss 0.2735, time 3679.21ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3550: loss 0.2723, time 4630.25ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3560: loss 0.2730, time 4107.67ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3570: loss 0.2633, time 4214.73ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3580: loss 0.2707, time 4638.79ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3590: loss 0.2748, time 3614.70ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3600: loss 0.2606, time 4258.55ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3610: loss 0.2575, time 3645.99ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3620: loss 0.2592, time 3447.27ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3630: loss 0.2666, time 3479.09ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3640: loss 0.2547, time 3619.88ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3650: loss 0.2660, time 3630.73ms, mfu 0.21%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3660: loss 0.2559, time 5550.99ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3670: loss 0.2550, time 3760.48ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3680: loss 0.2454, time 7345.93ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3690: loss 0.2604, time 4200.85ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3700: loss 0.2617, time 4375.03ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3710: loss 0.2528, time 4590.62ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3720: loss 0.2615, time 4553.75ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3730: loss 0.2501, time 4077.25ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3740: loss 0.2557, time 4511.18ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
step 3750: train loss 0.0895, val loss 0.1909
saving checkpoint to out-shakespeare-char
iter 3750: loss 0.2497, time 378525.88ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3760: loss 0.2459, time 3912.09ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3770: loss 0.2587, time 4156.72ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3780: loss 0.2505, time 4094.10ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3790: loss 0.2400, time 4040.60ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3800: loss 0.2471, time 4312.82ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3810: loss 0.2489, time 4387.54ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3820: loss 0.2381, time 4147.07ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3830: loss 0.2304, time 3666.47ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3840: loss 0.2501, time 4746.59ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3850: loss 0.2438, time 3891.25ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3860: loss 0.2465, time 4149.60ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3870: loss 0.2326, time 4210.22ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3880: loss 0.2456, time 4361.77ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3890: loss 0.2383, time 3432.28ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3900: loss 0.2350, time 3856.02ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3910: loss 0.2290, time 4113.54ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3920: loss 0.2439, time 3717.84ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3930: loss 0.2384, time 3765.24ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3940: loss 0.2362, time 4001.45ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3950: loss 0.2371, time 4638.12ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3960: loss 0.2382, time 5524.22ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3970: loss 0.2393, time 4901.33ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3980: loss 0.2330, time 4069.45ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 3990: loss 0.2215, time 3592.98ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
step 4000: train loss 0.0790, val loss 0.1759
saving checkpoint to out-shakespeare-char
iter 4000: loss 0.2305, time 396427.11ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4010: loss 0.2332, time 4418.18ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4020: loss 0.2172, time 4229.46ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4030: loss 0.2361, time 4275.04ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4040: loss 0.2257, time 4018.36ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4050: loss 0.2353, time 4122.45ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4060: loss 0.2317, time 4329.04ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4070: loss 0.2281, time 4434.57ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4080: loss 0.2336, time 4897.77ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4090: loss 0.2347, time 3985.93ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4100: loss 0.2218, time 4510.73ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4110: loss 0.2175, time 4315.25ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4120: loss 0.2270, time 4235.87ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4130: loss 0.2244, time 4231.11ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4140: loss 0.2182, time 4731.88ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4150: loss 0.2196, time 4302.04ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4160: loss 0.2215, time 4279.79ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4170: loss 0.2141, time 5462.89ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4180: loss 0.2171, time 4054.01ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4190: loss 0.2169, time 4813.69ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4200: loss 0.2293, time 4245.07ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4210: loss 0.2232, time 5038.67ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4220: loss 0.2155, time 3909.38ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4230: loss 0.2135, time 4076.69ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4240: loss 0.2148, time 4669.31ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
step 4250: train loss 0.0719, val loss 0.1651
saving checkpoint to out-shakespeare-char
iter 4250: loss 0.2161, time 387245.91ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4260: loss 0.2115, time 4331.08ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4270: loss 0.2152, time 3807.41ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4280: loss 0.2115, time 3958.97ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4290: loss 0.2074, time 4347.00ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4300: loss 0.2127, time 4024.06ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4310: loss 0.2141, time 3661.63ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4320: loss 0.2077, time 3987.33ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4330: loss 0.2106, time 4022.08ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4340: loss 0.2121, time 4236.23ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4350: loss 0.2119, time 3952.57ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4360: loss 0.2038, time 3377.65ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4370: loss 0.2002, time 4219.41ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4380: loss 0.2099, time 3796.77ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4390: loss 0.1991, time 4199.20ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4400: loss 0.2084, time 4566.57ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4410: loss 0.2021, time 4124.56ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4420: loss 0.2044, time 4113.03ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4430: loss 0.2055, time 3330.63ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4440: loss 0.2048, time 4772.23ms, mfu 0.20%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4450: loss 0.2099, time 5225.44ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4460: loss 0.2077, time 5032.41ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4470: loss 0.2097, time 4030.41ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4480: loss 0.2021, time 4222.97ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4490: loss 0.2027, time 4566.69ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
step 4500: train loss 0.0659, val loss 0.1625
saving checkpoint to out-shakespeare-char
iter 4500: loss 0.1955, time 402133.15ms, mfu 0.17%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4510: loss 0.2040, time 3899.78ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4520: loss 0.2047, time 4310.12ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4530: loss 0.2170, time 4766.65ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4540: loss 0.1937, time 3438.07ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4550: loss 0.2031, time 3856.62ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4560: loss 0.2000, time 3551.87ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4570: loss 0.2004, time 3896.01ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4580: loss 0.1920, time 4075.22ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4590: loss 0.2048, time 4302.71ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4600: loss 0.1973, time 4805.05ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4610: loss 0.1995, time 4286.01ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4620: loss 0.1932, time 3855.21ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4630: loss 0.1982, time 5089.42ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4640: loss 0.1880, time 3620.02ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4650: loss 0.1905, time 4037.99ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4660: loss 0.2016, time 4269.15ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4670: loss 0.1934, time 6912.51ms, mfu 0.19%, MPS mem allocated=0.81GB, reserved=11.76GB
iter 4680: loss 0.1934, time 5625.11ms, mfu 0.18%, MPS mem allocated=0.81GB, reserved=11.76GB
